Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0006790,sulfur compound metabolic process,19_GO:0008152 metabolic process,-2.8,2,3.4,27994,371,829,22,2.7,0.56,633|1737|2690|2799|2938|2939|2946|2947|3157|3158|6999|8942|9061|10249|63827|79071|79690|83539|92126|142827|150274|283927,BGN|DLAT|GHR|GNS|GSTA1|GSTA2|GSTM2|GSTM3|HMGCS1|HMGCS2|TDO2|KYNU|PAPSS1|GLYAT|BCAN|ELOVL6|GAL3ST4|CHST9|DSEL|ACSM6|HSCB|NUDT7,-0.99,10 uM
GO Biological Processes,19,GO:2000147,positive regulation of cell motility,19_GO:0040011 locomotion,-2.7,1.8,3.3,27994,593,829,31,3.7,0.66,659|1081|1672|1793|3146|3175|3479|3690|3912|5286|5295|5629|5962|6863|9475|9510|9590|10371|11116|23075|23122|23224|27329|57214|57381|65125|85360|378938|406893|653464|664616,BMPR2|CGA|DEFB1|DOCK1|HMGB1|ONECUT1|IGF1|ITGB3|LAMB1|PIK3C2A|PIK3R1|PROX1|RDX|TAC1|ROCK2|ADAMTS1|AKAP12|SEMA3A|CEP43|SWAP70|CLASP2|SYNE2|ANGPTL3|CEMIP|RHOJ|WNK1|SYDE1|MALAT1|MIR101-1|SRGAP2C|MIR487B,-0.98,10 uM
KEGG Pathway,24,ko00071,Fatty acid degradation,,-2.7,4.6,4.2,27994,44,829,6,0.72,0.29,124|125|126|127|3032|284541,ADH1A|ADH1B|ADH1C|ADH4|HADHB|CYP4A22,-0.98,10 uM
GO Biological Processes,19,GO:0010632,regulation of epithelial cell migration,19_GO:0040011 locomotion,-2.7,2.1,3.4,27994,302,829,19,2.3,0.52,285|659|889|1793|3146|3690|5286|5629|5728|5793|6863|9475|10371|23122|57381|64081|406893|406981|664616,ANGPT2|BMPR2|KRIT1|DOCK1|HMGB1|ITGB3|PIK3C2A|PROX1|PTEN|PTPRG|TAC1|ROCK2|SEMA3A|CLASP2|RHOJ|PBLD|MIR101-1|MIR19B2|MIR487B,-0.98,10 uM
CORUM,33,CORUM:5286,TNF-alpha/NF-kappa B signaling complex 10,,-2.7,11,5.4,27994,9,829,3,0.36,0.21,3320|29110|55054,HSP90AA1|TBK1|ATG16L1,-0.96,10 uM
GO Biological Processes,19,GO:1901137,carbohydrate derivative biosynthetic process,19_GO:0008152 metabolic process,-2.7,1.6,3.2,27994,778,829,38,4.6,0.73,633|659|1737|2673|3479|4504|5207|5232|5238|7360|7991|9061|9321|10026|10606|10724|10905|11320|23556|29880|50484|55312|56913|57214|63827|79023|79071|79646|79690|79868|83539|92126|123264|145173|168391|286148|387712|406893,BGN|BMPR2|DLAT|GFPT1|IGF1|MT3|PFKFB1|PGK2|PGM3|UGP2|TUSC3|PAPSS1|TRIP11|PIGK|PAICS|OGA|MAN1A2|MGAT4A|PIGN|ALG5|RRM2B|RFK|C1GALT1|CEMIP|BCAN|NUP37|ELOVL6|PANK3|GAL3ST4|ALG13|CHST9|DSEL|SLC51B|B3GLCT|GALNTL5|DPY19L4|ENO4|MIR101-1,-0.96,10 uM
KEGG Pathway,24,hsa00350,Tyrosine metabolism,,-2.7,4.5,4.1,27994,45,829,6,0.72,0.29,124|125|126|127|221|2175,ADH1A|ADH1B|ADH1C|ADH4|ALDH3B1|FANCA,-0.95,10 uM
Canonical Pathways,11,M63,PID AVB3 OPN PATHWAY,,-2.7,5.4,4.3,27994,31,829,5,0.6,0.27,3690|4214|5290|5295|9475,ITGB3|MAP3K1|PIK3CA|PIK3R1|ROCK2,-0.95,10 uM
Reactome Gene Sets,6,R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,,-2.7,7.1,4.7,27994,19,829,4,0.48,0.24,3320|3845|5290|5295,HSP90AA1|KRAS|PIK3CA|PIK3R1,-0.95,10 uM
Reactome Gene Sets,6,R-HSA-5637815,Signaling by Ligand-Responsive EGFR Variants in Cancer,,-2.7,7.1,4.7,27994,19,829,4,0.48,0.24,3320|3845|5290|5295,HSP90AA1|KRAS|PIK3CA|PIK3R1,-0.95,10 uM
GO Biological Processes,19,GO:0008203,cholesterol metabolic process,19_GO:0008152 metabolic process,-2.7,2.6,3.5,27994,154,829,12,1.4,0.41,1581|2330|3157|3158|3422|4504|5444|6309|23541|27329|51302|79071,CYP7A1|FMO5|HMGCS1|HMGCS2|IDI1|MT3|PON1|SC5D|SEC14L2|ANGPTL3|CYP39A1|ELOVL6,-0.94,10 uM
KEGG Pathway,24,ko00983,Drug metabolism - other enzymes,,-2.6,4.4,4,27994,46,829,6,0.72,0.29,7364|7365|7366|7367|10720|54490,UGT2B7|UGT2B10|UGT2B15|UGT2B17|UGT2B11|UGT2B28,-0.93,10 uM
KEGG Pathway,24,hsa00983,Drug metabolism - other enzymes,,-2.6,4.4,4,27994,46,829,6,0.72,0.29,7364|7365|7366|7367|10720|54490,UGT2B7|UGT2B10|UGT2B15|UGT2B17|UGT2B11|UGT2B28,-0.93,10 uM
GO Biological Processes,19,GO:0051493,regulation of cytoskeleton organization,19_GO:0071840 cellular component organization or biogenesis,-2.6,1.8,3.2,27994,555,829,29,3.5,0.64,830|1739|2764|3192|4869|5295|5629|5756|5962|6790|6863|8850|9475|10788|23075|23077|23122|23433|23607|26586|55704|55755|81930|85360|85458|137886|203228|253260|348235,CAPZA2|DLG1|GMFB|HNRNPU|NPM1|PIK3R1|PROX1|TWF1|RDX|AURKA|TAC1|KAT2B|ROCK2|IQGAP2|SWAP70|MYCBP2|CLASP2|RHOQ|CD2AP|CKAP2|CCDC88A|CDK5RAP2|KIF18A|SYDE1|DIXDC1|UBXN2B|C9orf72|RICTOR|SKA2,-0.9,10 uM
KEGG Pathway,24,hsa00071,Fatty acid degradation,,-2.6,4.3,4,27994,47,829,6,0.72,0.29,124|125|126|127|3032|284541,ADH1A|ADH1B|ADH1C|ADH4|HADHB|CYP4A22,-0.9,10 uM
Reactome Gene Sets,6,R-HSA-438064,Post NMDA receptor activation events,,-2.6,3.4,3.7,27994,80,829,8,0.97,0.34,817|1739|1742|2906|3845|5613|6197|112714,CAMK2D|DLG1|DLG4|GRIN2D|KRAS|PRKX|RPS6KA3|TUBA3E,-0.9,10 uM
KEGG Pathway,24,ko04510,Focal adhesion,,-2.6,2.4,3.4,27994,199,829,14,1.7,0.45,394|1291|1793|3371|3479|3690|3912|4659|5290|5295|5728|7058|7059|9475,ARHGAP5|COL6A1|DOCK1|TNC|IGF1|ITGB3|LAMB1|PPP1R12A|PIK3CA|PIK3R1|PTEN|THBS2|THBS3|ROCK2,-0.9,10 uM
GO Biological Processes,19,GO:1902652,secondary alcohol metabolic process,19_GO:0008152 metabolic process,-2.6,2.6,3.5,27994,157,829,12,1.4,0.41,1581|2330|3157|3158|3422|4504|5444|6309|23541|27329|51302|79071,CYP7A1|FMO5|HMGCS1|HMGCS2|IDI1|MT3|PON1|SC5D|SEC14L2|ANGPTL3|CYP39A1|ELOVL6,-0.9,10 uM
GO Biological Processes,19,GO:0031023,microtubule organizing center organization,19_GO:0071840 cellular component organization or biogenesis,-2.6,2.7,3.5,27994,137,829,11,1.3,0.4,4659|4869|6566|6790|8850|9475|9648|23122|55755|117178|137886,PPP1R12A|NPM1|SLC16A1|AURKA|KAT2B|ROCK2|GCC2|CLASP2|CDK5RAP2|SSX2IP|UBXN2B,-0.9,10 uM
KEGG Pathway,24,M00095,"C5 isoprenoid biosynthesis, mevalonate pathway",,-2.6,10,5,27994,10,829,3,0.36,0.21,3157|3158|3422,HMGCS1|HMGCS2|IDI1,-0.9,10 uM
GO Biological Processes,19,GO:0032070,regulation of deoxyribonuclease activity,19_GO:0050789 regulation of biological process,-2.6,10,5,27994,10,829,3,0.36,0.21,1663|3146|4869,DDX11|HMGB1|NPM1,-0.9,10 uM
KEGG Pathway,24,ko00072,Synthesis and degradation of ketone bodies,,-2.6,10,5,27994,10,829,3,0.36,0.21,3157|3158|56898,HMGCS1|HMGCS2|BDH2,-0.9,10 uM
KEGG Pathway,24,hsa_M00095,"C5 isoprenoid biosynthesis, mevalonate pathway",,-2.6,10,5,27994,10,829,3,0.36,0.21,3157|3158|3422,HMGCS1|HMGCS2|IDI1,-0.9,10 uM
Reactome Gene Sets,6,R-HSA-8853334,Signaling by FGFR3 fusions in cancer,,-2.6,10,5,27994,10,829,3,0.36,0.21,3845|5290|5295,KRAS|PIK3CA|PIK3R1,-0.9,10 uM
Reactome Gene Sets,6,R-HSA-4420097,VEGFA-VEGFR2 Pathway,,-2.6,3.1,3.6,27994,99,829,9,1.1,0.36,1793|3320|3690|3709|3845|5290|5295|9475|253260,DOCK1|HSP90AA1|ITGB3|ITPR2|KRAS|PIK3CA|PIK3R1|ROCK2|RICTOR,-0.9,10 uM
GO Biological Processes,19,GO:0043242,negative regulation of protein complex disassembly,19_GO:0048519 negative regulation of biological process,-2.6,3.3,3.7,27994,81,829,8,0.97,0.34,830|5756|5962|23075|23122|26586|55254|57466,CAPZA2|TWF1|RDX|SWAP70|CLASP2|CKAP2|TMEM39A|SCAF4,-0.89,10 uM
GO Biological Processes,19,GO:0033865,nucleoside bisphosphate metabolic process,19_GO:0008152 metabolic process,-2.6,2.7,3.5,27994,138,829,11,1.3,0.4,1737|3157|3158|6999|8942|9061|10249|79071|79646|142827|283927,DLAT|HMGCS1|HMGCS2|TDO2|KYNU|PAPSS1|GLYAT|ELOVL6|PANK3|ACSM6|NUDT7,-0.89,10 uM
GO Biological Processes,19,GO:0034032,purine nucleoside bisphosphate metabolic process,19_GO:0008152 metabolic process,-2.6,2.7,3.5,27994,138,829,11,1.3,0.4,1737|3157|3158|6999|8942|9061|10249|79071|79646|142827|283927,DLAT|HMGCS1|HMGCS2|TDO2|KYNU|PAPSS1|GLYAT|ELOVL6|PANK3|ACSM6|NUDT7,-0.89,10 uM
GO Biological Processes,19,GO:0033875,ribonucleoside bisphosphate metabolic process,19_GO:0008152 metabolic process,-2.6,2.7,3.5,27994,138,829,11,1.3,0.4,1737|3157|3158|6999|8942|9061|10249|79071|79646|142827|283927,DLAT|HMGCS1|HMGCS2|TDO2|KYNU|PAPSS1|GLYAT|ELOVL6|PANK3|ACSM6|NUDT7,-0.89,10 uM
GO Biological Processes,19,GO:0030705,cytoskeleton-dependent intracellular transport,19_GO:0051179 localization,-2.6,2.4,3.4,27994,201,829,14,1.7,0.45,667|3192|4430|6103|9321|9493|10125|23224|54874|55704|57584|84376|117178|118426,DST|HNRNPU|MYO1B|RPGR|TRIP11|KIF23|RASGRP1|SYNE2|FNBP1L|CCDC88A|ARHGAP21|HOOK3|SSX2IP|BORCS5,-0.89,10 uM
GO Biological Processes,19,GO:0030166,proteoglycan biosynthetic process,19_GO:0008152 metabolic process,-2.6,3.7,3.8,27994,64,829,7,0.84,0.32,633|659|3479|63827|79690|83539|92126,BGN|BMPR2|IGF1|BCAN|GAL3ST4|CHST9|DSEL,-0.89,10 uM
GO Biological Processes,19,GO:0000226,microtubule cytoskeleton organization,19_GO:0071840 cellular component organization or biogenesis,-2.5,1.7,3.1,27994,612,829,31,3.7,0.66,667|1739|3192|4659|4869|6566|6790|8850|9126|9475|9493|9648|9748|10274|10464|10671|10735|11116|23122|23224|26586|55704|55755|81930|84376|85458|112714|117178|137886|348235|653464,DST|DLG1|HNRNPU|PPP1R12A|NPM1|SLC16A1|AURKA|KAT2B|SMC3|ROCK2|KIF23|GCC2|SLK|STAG1|PIBF1|DCTN6|STAG2|CEP43|CLASP2|SYNE2|CKAP2|CCDC88A|CDK5RAP2|KIF18A|HOOK3|DIXDC1|TUBA3E|SSX2IP|UBXN2B|SKA2|SRGAP2C,-0.88,10 uM
Reactome Gene Sets,6,R-HSA-373760,L1CAM interactions,,-2.5,2.8,3.5,27994,119,829,10,1.2,0.38,163|1739|1742|3690|3912|5962|6197|6323|6335|112714,AP2B1|DLG1|DLG4|ITGB3|LAMB1|RDX|RPS6KA3|SCN1A|SCN9A|TUBA3E,-0.88,10 uM
GO Biological Processes,19,GO:0071466,cellular response to xenobiotic stimulus,19_GO:0050896 response to stimulus,-2.5,2.4,3.4,27994,181,829,13,1.6,0.43,383|590|1429|1555|2690|2938|2939|2946|2947|7366|10249|10720|54490,ARG1|BCHE|CRYZ|CYP2B6|GHR|GSTA1|GSTA2|GSTM2|GSTM3|UGT2B15|GLYAT|UGT2B11|UGT2B28,-0.87,10 uM
GO Biological Processes,19,GO:0042402,cellular biogenic amine catabolic process,19_GO:0008152 metabolic process,-2.5,6.4,4.4,27994,21,829,4,0.48,0.24,3176|6999|8942|196743,HNMT|TDO2|KYNU|PAOX,-0.87,10 uM
GO Biological Processes,19,GO:0098901,regulation of cardiac muscle cell action potential,19_GO:0050789 regulation of biological process,-2.5,5,4,27994,34,829,5,0.6,0.27,775|817|1739|1824|7871,CACNA1C|CAMK2D|DLG1|DSC2|SLMAP,-0.87,10 uM
GO Biological Processes,19,GO:0032148,activation of protein kinase B activity,19_GO:0048518 positive regulation of biological process,-2.5,5,4,27994,34,829,5,0.6,0.27,3479|4504|55704|114882|253260,IGF1|MT3|CCDC88A|OSBPL8|RICTOR,-0.87,10 uM
GO Biological Processes,19,GO:0030258,lipid modification,19_GO:0008152 metabolic process,-2.5,2.1,3.2,27994,271,829,17,2.1,0.49,127|3032|5286|5290|5295|5305|5728|8647|9306|9655|23049|55862|56898|122809|284541|285172|285440,ADH4|HADHB|PIK3C2A|PIK3CA|PIK3R1|PIP4K2A|PTEN|ABCB11|SOCS6|SOCS5|SMG1|ECHDC1|BDH2|SOCS4|CYP4A22|FAM126B|CYP4V2,-0.86,10 uM
GO Biological Processes,19,GO:0010631,epithelial cell migration,19_GO:0040011 locomotion,-2.5,1.9,3.2,27994,366,829,21,2.5,0.55,285|659|889|1793|3146|3690|5286|5290|5613|5629|5728|5793|6863|9475|10371|23122|57381|64081|406893|406981|664616,ANGPT2|BMPR2|KRIT1|DOCK1|HMGB1|ITGB3|PIK3C2A|PIK3CA|PRKX|PROX1|PTEN|PTPRG|TAC1|ROCK2|SEMA3A|CLASP2|RHOJ|PBLD|MIR101-1|MIR19B2|MIR487B,-0.86,10 uM
KEGG Pathway,24,hsa05215,Prostate cancer,,-2.5,3,3.5,27994,102,829,9,1.1,0.36,3320|3479|3818|3845|5290|5295|5728|6935|84699,HSP90AA1|IGF1|KLKB1|KRAS|PIK3CA|PIK3R1|PTEN|ZEB1|CREB3L3,-0.85,10 uM
Reactome Gene Sets,6,R-HSA-112314,Neurotransmitter receptors and postsynaptic signal transmission,,-2.5,2.3,3.3,27994,205,829,14,1.7,0.45,163|817|1739|1742|2569|2906|3845|5613|6197|8001|9495|23426|112714|200959,AP2B1|CAMK2D|DLG1|DLG4|GABRR1|GRIN2D|KRAS|PRKX|RPS6KA3|GLRA3|AKAP5|GRIP1|TUBA3E|GABRR3,-0.85,10 uM
GO Biological Processes,19,GO:0090181,regulation of cholesterol metabolic process,19_GO:0050789 regulation of biological process,-2.5,3.6,3.7,27994,66,829,7,0.84,0.32,1581|2330|3157|3422|6309|23541|79071,CYP7A1|FMO5|HMGCS1|IDI1|SC5D|SEC14L2|ELOVL6,-0.85,10 uM
GO Biological Processes,19,GO:0030335,positive regulation of cell migration,19_GO:0040011 locomotion,-2.5,1.7,3.1,27994,567,829,29,3.5,0.64,659|1081|1793|3146|3175|3479|3690|3912|5286|5295|5629|5962|6863|9475|9510|9590|10371|11116|23075|23122|23224|27329|57214|57381|65125|85360|406893|653464|664616,BMPR2|CGA|DOCK1|HMGB1|ONECUT1|IGF1|ITGB3|LAMB1|PIK3C2A|PIK3R1|PROX1|RDX|TAC1|ROCK2|ADAMTS1|AKAP12|SEMA3A|CEP43|SWAP70|CLASP2|SYNE2|ANGPTL3|CEMIP|RHOJ|WNK1|SYDE1|MIR101-1|SRGAP2C|MIR487B,-0.85,10 uM
GO Biological Processes,19,GO:0039694,viral RNA genome replication,19_GO:0051704 multi-organism process,-2.5,4.8,4,27994,35,829,5,0.6,0.27,8411|9475|23272|55054|55196,EEA1|ROCK2|TASOR|ATG16L1|RESF1,-0.84,10 uM
KEGG Pathway,24,ko00350,Tyrosine metabolism,,-2.5,4.8,4,27994,35,829,5,0.6,0.27,124|125|126|127|221,ADH1A|ADH1B|ADH1C|ADH4|ALDH3B1,-0.84,10 uM
GO Biological Processes,19,GO:0090132,epithelium migration,19_GO:0032501 multicellular organismal process,-2.4,1.9,3.1,27994,369,829,21,2.5,0.55,285|659|889|1793|3146|3690|5286|5290|5613|5629|5728|5793|6863|9475|10371|23122|57381|64081|406893|406981|664616,ANGPT2|BMPR2|KRIT1|DOCK1|HMGB1|ITGB3|PIK3C2A|PIK3CA|PRKX|PROX1|PTEN|PTPRG|TAC1|ROCK2|SEMA3A|CLASP2|RHOJ|PBLD|MIR101-1|MIR19B2|MIR487B,-0.84,10 uM
GO Biological Processes,19,GO:0040017,positive regulation of locomotion,19_GO:0040011 locomotion,-2.4,1.7,3,27994,621,829,31,3.7,0.66,659|1081|1672|1793|3146|3175|3479|3690|3912|5286|5295|5629|5962|6863|9475|9510|9590|10371|11116|23075|23122|23224|27329|57214|57381|65125|85360|378938|406893|653464|664616,BMPR2|CGA|DEFB1|DOCK1|HMGB1|ONECUT1|IGF1|ITGB3|LAMB1|PIK3C2A|PIK3R1|PROX1|RDX|TAC1|ROCK2|ADAMTS1|AKAP12|SEMA3A|CEP43|SWAP70|CLASP2|SYNE2|ANGPTL3|CEMIP|RHOJ|WNK1|SYDE1|MALAT1|MIR101-1|SRGAP2C|MIR487B,-0.84,10 uM
GO Biological Processes,19,GO:0009100,glycoprotein metabolic process,19_GO:0008152 metabolic process,-2.4,1.9,3.1,27994,418,829,23,2.8,0.57,633|659|2673|3479|4504|5238|7991|9321|10724|10905|11320|29880|56913|63827|79690|79868|83539|92126|123264|145173|168391|286148|406893,BGN|BMPR2|GFPT1|IGF1|MT3|PGM3|TUSC3|TRIP11|OGA|MAN1A2|MGAT4A|ALG5|C1GALT1|BCAN|GAL3ST4|ALG13|CHST9|DSEL|SLC51B|B3GLCT|GALNTL5|DPY19L4|MIR101-1,-0.84,10 uM
Reactome Gene Sets,6,R-HSA-5655291,Signaling by FGFR4 in disease,,-2.4,9.2,4.8,27994,11,829,3,0.36,0.21,3845|5290|5295,KRAS|PIK3CA|PIK3R1,-0.84,10 uM
GO Biological Processes,19,GO:0016127,sterol catabolic process,19_GO:0008152 metabolic process,-2.4,9.2,4.8,27994,11,829,3,0.36,0.21,1581|4504|51302,CYP7A1|MT3|CYP39A1,-0.84,10 uM
GO Biological Processes,19,GO:0006707,cholesterol catabolic process,19_GO:0008152 metabolic process,-2.4,9.2,4.8,27994,11,829,3,0.36,0.21,1581|4504|51302,CYP7A1|MT3|CYP39A1,-0.84,10 uM
Reactome Gene Sets,6,R-HSA-2022923,Dermatan sulfate biosynthesis,,-2.4,9.2,4.8,27994,11,829,3,0.36,0.21,633|63827|92126,BGN|BCAN|DSEL,-0.84,10 uM
GO Biological Processes,19,GO:1901687,glutathione derivative biosynthetic process,19_GO:0008152 metabolic process,-2.4,6.1,4.2,27994,22,829,4,0.48,0.24,2938|2939|2946|2947,GSTA1|GSTA2|GSTM2|GSTM3,-0.84,10 uM
GO Biological Processes,19,GO:1901685,glutathione derivative metabolic process,19_GO:0008152 metabolic process,-2.4,6.1,4.2,27994,22,829,4,0.48,0.24,2938|2939|2946|2947,GSTA1|GSTA2|GSTM2|GSTM3,-0.84,10 uM
GO Biological Processes,19,GO:2000114,regulation of establishment of cell polarity,19_GO:0050789 regulation of biological process,-2.4,6.1,4.2,27994,22,829,4,0.48,0.24,889|9475|10193|253260,KRIT1|ROCK2|RNF41|RICTOR,-0.84,10 uM
Reactome Gene Sets,6,R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation",,-2.4,6.1,4.2,27994,22,829,4,0.48,0.24,817|1739|1742|2906,CAMK2D|DLG1|DLG4|GRIN2D,-0.84,10 uM
Reactome Gene Sets,6,R-HSA-5365859,RA biosynthesis pathway,,-2.4,6.1,4.2,27994,22,829,4,0.48,0.24,124|126|127|10901,ADH1A|ADH1C|ADH4|DHRS4,-0.84,10 uM
Reactome Gene Sets,6,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,,-2.4,6.1,4.2,27994,22,829,4,0.48,0.24,817|1739|1742|2906,CAMK2D|DLG1|DLG4|GRIN2D,-0.84,10 uM
GO Biological Processes,19,GO:0006637,acyl-CoA metabolic process,19_GO:0008152 metabolic process,-2.4,2.9,3.4,27994,104,829,9,1.1,0.36,1737|3157|3158|6999|8942|10249|79071|142827|283927,DLAT|HMGCS1|HMGCS2|TDO2|KYNU|GLYAT|ELOVL6|ACSM6|NUDT7,-0.84,10 uM
GO Biological Processes,19,GO:0035383,thioester metabolic process,19_GO:0008152 metabolic process,-2.4,2.9,3.4,27994,104,829,9,1.1,0.36,1737|3157|3158|6999|8942|10249|79071|142827|283927,DLAT|HMGCS1|HMGCS2|TDO2|KYNU|GLYAT|ELOVL6|ACSM6|NUDT7,-0.84,10 uM
GO Biological Processes,19,GO:0106118,regulation of sterol biosynthetic process,19_GO:0050789 regulation of biological process,-2.4,4,3.7,27994,51,829,6,0.72,0.29,1581|3157|3422|6309|23541|79071,CYP7A1|HMGCS1|IDI1|SC5D|SEC14L2|ELOVL6,-0.83,10 uM
GO Biological Processes,19,GO:0045540,regulation of cholesterol biosynthetic process,19_GO:0050789 regulation of biological process,-2.4,4,3.7,27994,51,829,6,0.72,0.29,1581|3157|3422|6309|23541|79071,CYP7A1|HMGCS1|IDI1|SC5D|SEC14L2|ELOVL6,-0.83,10 uM
GO Biological Processes,19,GO:0051235,maintenance of location,19_GO:0051179 localization,-2.4,2,3.1,27994,324,829,19,2.3,0.52,123|775|817|1756|2946|3192|3357|3690|3709|5756|5771|23230|25998|27329|55704|57214|57584|114882|255231,PLIN2|CACNA1C|CAMK2D|DMD|GSTM2|HNRNPU|HTR2B|ITGB3|ITPR2|TWF1|PTPN2|VPS13A|IBTK|ANGPTL3|CCDC88A|CEMIP|ARHGAP21|OSBPL8|MCOLN2,-0.83,10 uM
GO Biological Processes,19,GO:0090307,mitotic spindle assembly,19_GO:0071840 cellular component organization or biogenesis,-2.4,3.5,3.6,27994,68,829,7,0.84,0.32,3192|9126|9493|10274|10464|10735|23122,HNRNPU|SMC3|KIF23|STAG1|PIBF1|STAG2|CLASP2,-0.83,10 uM
GO Biological Processes,19,GO:0090130,tissue migration,19_GO:0032501 multicellular organismal process,-2.4,1.9,3,27994,375,829,21,2.5,0.55,285|659|889|1793|3146|3690|5286|5290|5613|5629|5728|5793|6863|9475|10371|23122|57381|64081|406893|406981|664616,ANGPT2|BMPR2|KRIT1|DOCK1|HMGB1|ITGB3|PIK3C2A|PIK3CA|PRKX|PROX1|PTEN|PTPRG|TAC1|ROCK2|SEMA3A|CLASP2|RHOJ|PBLD|MIR101-1|MIR19B2|MIR487B,-0.82,10 uM
GO Biological Processes,19,GO:0086003,cardiac muscle cell contraction,19_GO:0032501 multicellular organismal process,-2.4,3.4,3.5,27994,69,829,7,0.84,0.32,775|817|1739|1824|5142|6323|23327,CACNA1C|CAMK2D|DLG1|DSC2|PDE4B|SCN1A|NEDD4L,-0.82,10 uM
GO Biological Processes,19,GO:0009310,amine catabolic process,19_GO:0008152 metabolic process,-2.4,5.9,4.1,27994,23,829,4,0.48,0.24,3176|6999|8942|196743,HNMT|TDO2|KYNU|PAOX,-0.82,10 uM
Reactome Gene Sets,6,R-HSA-373753,Nephrin family interactions,,-2.4,5.9,4.1,27994,23,829,4,0.48,0.24,5290|5295|23607|84623,PIK3CA|PIK3R1|CD2AP|KIRREL3,-0.82,10 uM
GO Biological Processes,19,GO:1902850,microtubule cytoskeleton organization involved in mitosis,19_GO:0071840 cellular component organization or biogenesis,-2.4,2.5,3.2,27994,147,829,11,1.3,0.4,3192|6790|9126|9493|10274|10464|10671|10735|23122|55755|137886,HNRNPU|AURKA|SMC3|KIF23|STAG1|PIBF1|DCTN6|STAG2|CLASP2|CDK5RAP2|UBXN2B,-0.81,10 uM
GO Biological Processes,19,GO:0005975,carbohydrate metabolic process,19_GO:0008152 metabolic process,-2.3,1.7,2.9,27994,631,829,31,3.7,0.66,1737|3175|3479|3572|3945|4123|5207|5232|5238|5290|5728|5771|6514|7360|7364|7366|7367|8850|9852|10720|25948|27329|54490|79023|79660|79690|83539|84912|145173|387712|653188,DLAT|ONECUT1|IGF1|IL6ST|LDHB|MAN2C1|PFKFB1|PGK2|PGM3|PIK3CA|PTEN|PTPN2|SLC2A2|UGP2|UGT2B7|UGT2B15|UGT2B17|KAT2B|EPM2AIP1|UGT2B11|KBTBD2|ANGPTL3|UGT2B28|NUP37|PPP1R3B|GAL3ST4|CHST9|SLC35B4|B3GLCT|ENO4|GUSBP3,-0.81,10 uM
KEGG Pathway,24,ko04960,Aldosterone-regulated sodium reabsorption,,-2.3,4.6,3.8,27994,37,829,5,0.6,0.27,3479|3845|5290|5295|23327,IGF1|KRAS|PIK3CA|PIK3R1|NEDD4L,-0.81,10 uM
Reactome Gene Sets,6,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,,-2.3,3.8,3.6,27994,53,829,6,0.72,0.29,3631|5286|5290|5295|5305|5728,INPP4A|PIK3C2A|PIK3CA|PIK3R1|PIP4K2A|PTEN,-0.8,10 uM
GO Biological Processes,19,GO:0042178,xenobiotic catabolic process,19_GO:0050896 response to stimulus,-2.3,8.4,4.5,27994,12,829,3,0.36,0.21,1429|2946|2947,CRYZ|GSTM2|GSTM3,-0.8,10 uM
KEGG Pathway,24,hsa00072,Synthesis and degradation of ketone bodies,,-2.3,8.4,4.5,27994,12,829,3,0.36,0.21,3157|3158|56898,HMGCS1|HMGCS2|BDH2,-0.8,10 uM
Reactome Gene Sets,6,R-HSA-879518,Transport of organic anions,,-2.3,8.4,4.5,27994,12,829,3,0.36,0.21,11309|28234|353189,SLCO2B1|SLCO1B3|SLCO4C1,-0.8,10 uM
Reactome Gene Sets,6,R-HSA-9673770,Signaling by PDGFRA extracellular domain mutants,,-2.3,8.4,4.5,27994,12,829,3,0.36,0.21,3845|5290|5295,KRAS|PIK3CA|PIK3R1,-0.8,10 uM
Reactome Gene Sets,6,R-HSA-9673767,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants",,-2.3,8.4,4.5,27994,12,829,3,0.36,0.21,3845|5290|5295,KRAS|PIK3CA|PIK3R1,-0.8,10 uM
GO Biological Processes,19,GO:0030208,dermatan sulfate biosynthetic process,19_GO:0008152 metabolic process,-2.3,8.4,4.5,27994,12,829,3,0.36,0.21,633|63827|92126,BGN|BCAN|DSEL,-0.8,10 uM
Reactome Gene Sets,6,R-HSA-194138,Signaling by VEGF,,-2.3,2.8,3.3,27994,108,829,9,1.1,0.36,1793|3320|3690|3709|3845|5290|5295|9475|253260,DOCK1|HSP90AA1|ITGB3|ITPR2|KRAS|PIK3CA|PIK3R1|ROCK2|RICTOR,-0.8,10 uM
Reactome Gene Sets,6,R-HSA-9620244,Long-term potentiation,,-2.3,5.6,4,27994,24,829,4,0.48,0.24,817|1739|1742|2906,CAMK2D|DLG1|DLG4|GRIN2D,-0.79,10 uM
GO Biological Processes,19,GO:0010881,regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion,19_GO:0048519 negative regulation of biological process,-2.3,5.6,4,27994,24,829,4,0.48,0.24,775|817|1756|2946,CACNA1C|CAMK2D|DMD|GSTM2,-0.79,10 uM
